음식점 이름,음식점 주소,전화번호,태그,특징,상세페이지 주소,좌표,lat,lon,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,img,주차시설,가성비,반려동물동반,위생,로컬 맛집,조용한,좋은 분위기,오션뷰,뷰가 좋은,theme,리뷰,id
제대가는길,제주특별자치도 제주시 제주대학로 75-1,064-721-0110,"차모임, 혼밥","서민적인, 예쁜, 정원, 야외좌석(테라스), 무료주차",https://www.diningcode.com/profile.php?rid=f5cZ3tW7MwMA,"{'lat': '33.4596996072388', 'lng': '126.558433135446'}",33.45969961,126.5584331,10:00,19:00,10:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/562cf448-ad42-42ba-8ec4-ba2934463dec.jpg,True,True,False,False,False,False,False,False,True,"#카페 #커피 #드립커피
#브런치 #음식 #핸드드립커피 #아메리카노 #카페라떼 #카페모카 #카푸치노 #바닐라라떼 #샌드위치 #에스프레소 #에스프레소콘파냐 #샤케라또 #모카라떼 #카라멜마끼아또 #아포가토 #더치라떼 #더치커피 #큐브라떼 #핸드드립에티오피아예가체프 #핸드드립과테말라 #핸드드립콜롬비아슈프리모 #핸드드립케냐 #팥빙수 #눈꽃빙수 #라떼 #밀크티라떼 #초코라떼 #녹차라떼 #고구마라떼 #생과일주스 #자바칩프라푸치노 #쿠앤크프라푸치노 #아이스티 #복숭아아이스티 #레몬아이스티 #허브티 #국화차 #녹차 #얼그레이 #루이보스 #페퍼민트 #카모마일 #차 #에이드 #레몬에이드 #유자에이드 #딸기라떼 #미숫가루 #스무디 #딸기스무디 #블루베리스무디 #요거트스무디 #대추차 #생강차 #유자차 #레몬차 #모과차 #자몽차 #블루베리요거트",61.2,103
제주순메밀막국수,제주특별자치도 서귀포시 안덕면 녹차분재로 218 4층,064-792-0600,"식사모임, 혼밥","서민적인, 시원, 아침식사, 점심식사, 저녁식사, 아기의자, 무료주차",https://www.diningcode.com/profile.php?rid=MjD6qNHfHNq4,"{'lat': '33.3042074038577', 'lng': '126.299661501283'}",33.3042074,126.2996615,09:00,18:30,09:00,18:30,https://api.cdn.visitjeju.net/photomng/imgpath/202007/13/436e8f50-ab4f-4d77-88c2-3e94cada1c11.jpg,True,True,False,False,False,False,False,False,False,"#카페 #안덕 #항공우주박물관
#그림 #인스타 #음식 #아메리카노 #에이드 #레몬에이드 #차 #바닐라라떼 #카페라떼 #에스프레소 #식당 #카푸치노 #카라멜라떼 #카페모카 #돌체라떼 #아인슈페너 #크림라떼 #라떼 #말차라떼 #초코라떼 #딸기라떼 #청귤차 #레몬차 #아이스티 #얼그레이 #루이보스 #캐모마일 #베이커리 #샌드위치 #치즈케이크 #초코케이크 #케이크 #핫도그 #감자튀김 #석류에이드 #블루베리레몬에이드 #청포도에이드 #패션후르츠에이드 #자몽에이드 #생과일주스 #프라페 #스무디 #요거트 #플레인요거트스무디 #딸기요거트스무디 #애플망고스무디 #아이스크림 #무장애관광",92.3,104
제주시새우리,제주특별자치도 제주시 무근성7길 21 (삼도2동),064-900-2527,"혼밥, 간식","깔끔한, 예약, 아침식사, 점심식사, 저녁식사, 테이크아웃, 매장식사, 무료주차",https://www.diningcode.com/profile.php?rid=T1iRM7tF77Fj,"{'lat': '33.5147411536665', 'lng': '126.520394634682'}",33.51474115,126.5203946,9:00,19:30,9:00,19:30,https://api.cdn.visitjeju.net/photomng/imgpath/201806/18/d2ffb2af-4a89-4a33-ac2b-4f7862810b99.JPG,True,False,False,True,False,False,False,False,False,"#딱새우 #김밥 #새우컵밥
#음식 #해물라면 #에이드 #라면 #새우김밥 #모둠튀김 #꼬막무침 #성게미역국 #더치커피",128.0,105
카페보롬왓,제주특별자치도 서귀포시 표선면 번영로 2350-104,070-8015-5188,"데이트, 차모임","예쁜, 경관/야경이좋은, 테라스, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=GstVYAUL8VEd,"{'lat': '33.4134956403949', 'lng': '126.752494805945'}",33.41349564,126.7524948,9:30,18:00,9:30,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202406/21/88f04f79-fbdb-4fc4-abfe-3a21dc48e5e5.jpg,True,False,False,False,False,False,False,False,True,"#메밀 #서귀포 #카페
#표선 #제주도가볼만한곳 #아메리카노 #카페라떼",77.8,106
카페소금,제주특별자치도 제주시 애월읍 구엄길 96,0507-1428-5541,혼카페,"오션뷰, 바다뷰, 바다가보이는, 주차",https://www.diningcode.com/profile.php?rid=WB9EGKEOdglL,"{'lat': '33.4824864306243', 'lng': '126.375977979475'}",33.48248643,126.375978,10:00,22:00,10:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d5eff632-c325-444c-bbec-3b8f1faada3d.jpg,True,False,False,False,False,False,False,True,False,"#소금라떼 #카페 #라떼
#음료 #음식 #아메리카노 #카페라떼 #2022고메페스타 #커피 #플랫화이트 #연유라떼 #프라페",61.0,107
커피가게쉬고가게,제주특별자치도 서귀포시 표선면 민속해안로 593,0507-1401-6098,"차모임, 데이트","서민적인, 예쁜, 무료주차",https://www.diningcode.com/profile.php?rid=IiXibpCn3Uoq,"{'lat': '33.325000968808', 'lng': '126.842177780276'}",33.32500097,126.8421778,11:00,21:00,11:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201911/08/debd4a3f-11e2-41ae-9b61-56384e23f2bb.jpg,True,True,False,False,False,False,False,False,False,"#카페 #커피 #음료
#디저트 #음식 #요거트 #팥빙수 #망고빙수 #핸드드립커피 #애플망고스무디 #꽃차 #에스프레소 #아메리카노 #카페라떼 #카푸치노 #바닐라라떼 #아포가토 #라떼 #단호박라떼 #고구마라떼 #팥라떼 #말차라떼 #초코라떼 #차 #레몬생강차 #주스 #스무디 #딸기요거트스무디 #플레인요거트스무디 #요거트스무디 #레몬에이드 #에이드 #아이스크림 #젤라또 #케이크 #티라미수",56.1,108
컬쳐드,제주특별자치도 제주시 승천로 81,010-5874-5904,"데이트, 가족외식","런치세트, 로컬맛집, 점심식사, 저녁식사, 주차",https://www.diningcode.com/profile.php?rid=TV18CtlMJMUg,"{'lat': '33.4918615017363', 'lng': '126.543559475834'}",33.4918615,126.5435595,11:00,21:00,11:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f7bb4814-a99b-4ecd-bff8-d9b74edd6a8e.jpg,True,False,False,False,True,False,False,False,False,"#양식 #파스타 #샐러드
#피자 #볶음밥 #음식 #브런치 #디저트 #크림파스타 #미트볼파스타 #리조또 #고구마피자 #마르게리따피자 #페퍼로니피자 #고르곤졸라피자 #연어샐러드 #토마토모짜렐라샐러드 #새우로제리조또 #버섯크림리조또 #오일파스타 #포모도로파스타 #봉골레파스타 #명란파스타 #명란크림파스타 #오징어먹물리조또 #버섯크림파스타 #알리오올리오파스타",59.0,109
허니문하우스,제주특별자치도 서귀포시 칠십리로 228-13,070-4277-9922,"데이트, 차모임","경관/야경이좋은, 오션뷰, 아침식사, 테라스, 야외테라스, 무료주차",https://www.diningcode.com/profile.php?rid=c9szByIYOaGB,"{'lat': '33.2441618903821', 'lng': '126.578867714726'}",33.24416189,126.5788677,10:00,18:30,10:00,18:30,https://api.cdn.visitjeju.net/photomng/imgpath/201908/01/051680b9-2fe5-4670-b6e9-c5bc1e6220a0.JPG,True,False,False,False,False,False,False,True,True,"#부모 #커플 #사계절
#실내 #휴식/힐링 #경관/포토 #음식 #포토스팟 #아메리카노 #에스프레소 #바닐라라떼 #카페라떼 #녹차라떼 #주스 #레몬에이드 #에이드 #식당 #카페모카 #아인슈페너 #플랫화이트 #아포가토 #핸드드립과테말라 #라떼 #초코라떼 #말차라떼 #캐모마일 #꽃차 #레몬차 #자몽차 #차 #자몽에이드 #블루베리요거트스무디 #아이스크림 #쿠키 #케이크 #초코케이크 #치즈케이크 #샌드위치 #버섯피자 #치즈피자 #피자",96.1,110
홉히,제주특별자치도 제주시 서해안로 468-2,0507-1446-9399,"혼카페, 데이트","캐주얼한, 오션뷰, 테이크아웃, 바다가보이는, 무료주차",https://www.diningcode.com/profile.php?rid=GCv4kVL0BrVk,"{'lat': '33.5185446735884', 'lng': '126.489266296135'}",33.51854467,126.4892663,11:00,17:00,11:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/27/0ea0f9f2-1741-49c2-9ddc-bb854dea8c66.jpg,True,False,False,False,False,False,True,True,False,"#제주시내 #용담 #카페
#융드립 #크림커피 #드립백",97.0,111
513텐동,제주특별자치도 제주시 테우해안로 46,0507-1327-4345,"데이트, 혼밥","깔끔한, 오션뷰, 점심식사, 저녁식사, 반려동물동반, 아기의자, 무료주차",https://www.diningcode.com/profile.php?rid=tSweyqLWWQyC,"{'lat': '33.4957675896913', 'lng': '126.439986583796'}",33.49576759,126.4399866,11:30,20:30,11:30,20:30,https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/34aedc6d-687d-409b-9159-3c110e25a7e0.jpg,True,False,True,True,False,False,False,True,False,"#냉우동 #에이드 #일식
#텐동 #식당 #음식",79.6,112
60빈스,제주특별자치도 서귀포시 태평로120번길 29-2,0507-1427-1203,"데이트, 차모임","경관/야경이좋은, 오션뷰, 테라스, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=3aaE0rHHm7x8,"{'lat': '33.2415515526695', 'lng': '126.536639367337'}",33.24155155,126.5366394,9:00,18:00,9:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/e5656e57-35ff-40a9-bd23-558da3e38682.jpg,True,False,False,False,False,False,False,True,True,"#호근동 #올레길 #에이드
#올레길7코스 #말차 #엠블랑 #우도땅콩 #음식 #카페 #칵테일 #눈꽃빙수 #에스프레소 #아메리카노 #카페라떼 #카푸치노 #바닐라라떼 #카페모카 #아포가토 #콜드브루 #콜드브루라떼 #아인슈페너 #밀크티 #자몽차 #생강차 #매실차 #레몬차 #모과차 #코코아 #차 #요거트 #스무디 #플레인요거트스무디 #망고주스 #토마토주스 #자몽주스 #케이크 #쿠키 #와플 #아이스크림",76.3,113
JUDY,제주특별자치도 제주시 조천읍 중산간동로 804-60,0507-1372-2177,"차모임, 데이트","예쁜, 깔끔한, 정원, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=W2CfofEL8Jp2,"{'lat': '33.4893573744964', 'lng': '126.66722340218'}",33.48935737,126.6672234,11:00,17:40,11:00,17:40,https://api.cdn.visitjeju.net/photomng/imgpath/202307/04/b1817fd0-c672-4e52-82fe-0b1c2c247a5c.jpg,True,False,True,True,False,False,False,False,True,"#조천 #대흘리 #카페
#소품샵 #토끼 #고양이 #커피 #피크닉",62.0,114
제2덕승,"제주특별자치도 서귀포시 대정읍 최남단해안로 128, M1971",0507-1369-2521,제주도민맛집,"서민적인, 현지인맛집, 아침식사, 점심식사, 저녁식사, 주차",https://www.diningcode.com/profile.php?rid=9ZKBmKD4HBXx,"{'lat': '33.2101161544348', 'lng': '126.257132162474'}",33.21011615,126.2571322,08:00,18:00,08:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/31dcd37c-6b97-422e-ab60-37b7b4dabcd1.jpg,True,True,False,False,True,False,False,False,False,"#돌고래투어 #요트투어 #마라도
#대정 #음식 #라떼 #딸기라떼 #아메리카노 #카페라떼 #바닐라라떼 #차 #청귤차 #스무디 #녹차 #요거트스무디 #망고요거트스무디 #플레인요거트스무디 #블루베리요거트스무디 #에이드 #레몬에이드 #초코라떼 #케이크 #초코케이크 #치즈케이크 #캐모마일 #무장애관광",76.0,115
UDA,제주특별자치도 서귀포시 속골로 13-7,070-7757-0000,"데이트, 간식","경관/야경이좋은, 오션뷰, 테라스, 야외테라스, 무료주차",https://www.diningcode.com/profile.php?rid=YCY0Ccc1yBSj,"{'lat': '33.2410285147783', 'lng': '126.528529103475'}",33.24102851,126.5285291,10:30,19:00,10:30,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/f63811b9-6983-4930-af87-24f1a6761d06.jpg,True,False,False,False,False,False,False,True,True,"#서귀포 #호근동 #브런치
#샌드위치 #냉파스타 #스튜 #토스트 #커피 #라떼 #아이스크림 #에이드",74.1,116
가는곶세화,제주특별자치도 제주시 구좌읍 세화14길 3,064-782-9006,"간식, 차모임","조용한, 평화로운, 점심식사, 테이크아웃, 야외자리",https://www.diningcode.com/profile.php?rid=CSUvEhDYh9NR,"{'lat': '33.5204974733727', 'lng': '126.860682387713'}",33.52049747,126.8606824,9:30,19:00,9:30,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/08b76cde-d762-401c-8724-be516ebc71be.jpg,False,False,False,False,False,True,False,False,True,"#구좌읍 #세화 #베이커리
#생딸기우유 #와인 #위스키 #바게트 #치아바타 #휘낭시에",84.5,117
소금바치순이네,제주특별자치도 제주시 구좌읍 해맞이해안로 2030 (종달리),064-784-1230,"다코숨은맛집, 가족외식, 식사모임","서민적인, 매콤, 아침식사, 점심식사, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=jVjPvOG5lTu3,"{'lat': '33.5094184964182', 'lng': '126.900187808799'}",33.5094185,126.9001878,9:30,19:00,9:30,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/201811/02/e8b34cbf-026e-43a6-9d69-e69acf0d4962.jpg,True,True,False,False,False,False,False,False,False,"#카페 #커피 #케익
#음식 #팥빙수 #망고빙수 #아메리카노 #카페라떼 #에그타르트 #주스 #스무디 #딸기스무디 #망고스무디 #플레인요거트스무디 #코코넛스무디 #프라페 #민트초코프라페 #모카프라페 #눈꽃빙수 #녹차팥빙수 #과일주스 #피자 #페퍼로니피자 #마르게리따피자 #바게트 #마늘바게트 #허니브레드 #크로크무슈 #에스프레소 #카푸치노 #카페모카 #바닐라라떼 #헤이즐넛라떼 #카라멜마끼아또 #콜드브루 #콜드브루라떼 #라떼 #초코라떼 #고구마라떼 #홍차라떼 #차 #캐모마일 #페퍼민트 #청귤차 #레몬차 #생강차 #유자차 #에이드 #레몬에이드 #자몽에이드 #복숭아에이드",126.5,118
드림타워포차,제주특별자치도 제주시 노연로 12,1533-1234,"데이트, 가족외식","경관/야경이좋은, 야경, 저녁식사, 스카이라운지, 무료주차",https://www.diningcode.com/profile.php?rid=mRw94JemQaxk,"{'lat': '33.4852623358443', 'lng': '126.481459449471'}",33.48526234,126.4814594,10:00,22:00,10:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202104/20/b21a0377-91aa-4e66-992c-3a36ae282c7d.jpg,True,False,False,False,False,False,False,False,True,"#커플 #부모 #휴식/힐링
#카페 #음식 #차 #카페라떼 #바닐라라떼 #식당 #체리에이드 #블루베리요거트 #아이스티 #에이드 #요거트 #라떼 #케이크 #초코케이크 #아메리카노 #에스프레소 #카푸치노 #카페모카 #헤이즐넛라떼 #크림라떼 #고구마라떼 #녹차라떼 #칵테일 #꽃차 #우롱차 #홍차 #얼그레이 #잉글리쉬브렉퍼스트 #자스민티 #국화차 #허브티 #카모마일 #페퍼민트 #유자차 #레몬생강차 #쌍화차 #자몽에이드 #청포도에이드 #생과일주스 #무장애관광",77.0,119
애월연어서귀포점,제주특별자치도 서귀포시 홍중로27번길 4,064-763-0711,"혼밥, 가족외식","매콤, 깨끗, 점심식사, 저녁식사, 셀프바, 아기의자, 주차, 배달",https://www.diningcode.com/profile.php?rid=RceKj7g4I28h,"{'lat': '33.2551747965657', 'lng': '126.557530089397'}",33.2551748,126.5575301,11:00,21:00,11:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201903/12/e4c86d8f-e88c-4fae-b13a-163e5335bcd9.JPG,True,False,False,True,False,False,False,False,False,"#베이커리 #카페 #크루아상
#음식 #빵 #아메리카노 #크로아상 #우유식빵 #카페라떼 #모카라떼 #바닐라라떼 #라떼 #핫초코 #아이스초코 #에이드 #망고에이드 #블루베리에이드 #차 #얼그레이",62.0,120
토토아뜰리에,제주특별자치도 제주시 애월읍 고성북길 112,0507-1318-7676,"아이와함께, 데이트","예약, 아이랑, 점심식사, 예약필수, 예약가능, 주차",https://www.diningcode.com/profile.php?rid=eB4mRlFr9Hc0,"{'lat': '33.469814211661', 'lng': '126.413086000887'}",33.46981421,126.413086,10:00,18:00,10:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/201812/26/331105da-8a00-4662-84e6-2f2dcabc783b.JPG,True,False,False,False,False,False,False,False,False,"#커피 #쿠킹체험 #쿠키
#라자냐 #치킨 #음식 #크림파스타 #파스타 #짜장면 #케이크 #피자",49.0,121
고사리커피,제주특별자치도 제주시 구좌읍 중산간동로 2064,0507-1340-9316,"데이트, 차모임","조용한, 예쁜, 야외자리",https://www.diningcode.com/profile.php?rid=TFyVPbIB4Rob,"{'lat': '33.4733772525897', 'lng': '126.764083005021'}",33.47337725,126.764083,11:00,18:00,11:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202402/08/7a984bc2-4837-4c8e-a4c2-95a489dd6c05.jpg,False,False,False,False,False,True,False,False,True,"#구좌읍 #송당리 #크림커피
#당근차 #감귤차 #다쿠아즈",79.3,122
에오마르,제주특별자치도 제주시 선사로8길 11,0507-1357-2412,"혼카페, 차모임","경관/야경이좋은, 오션뷰, 아침식사, 바다가보이는, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=yZ2sLk3JXfuK,"{'lat': '33.5255147092321', 'lng': '126.586735280769'}",33.52551471,126.5867353,9:00,21:00,9:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/77ea12ee-e4c0-442f-88d2-b6329c3f54a9.jpg,True,False,True,False,False,False,False,True,True,"#커피 #제주카페 #명상
#음식 #카페 #아메리카노 #라떼 #크림라떼 #차 #에이드 #디저트",86.4,123
골목카페옥수,제주특별자치도 제주시 애월읍 소길1길 19,0507-1318-6516,"차모임, 혼카페","조용한, 예쁜, 노펫존, 무료주차",https://www.diningcode.com/profile.php?rid=GEg96H9sseMR,"{'lat': '33.4397497081291', 'lng': '126.379975615381'}",33.43974971,126.3799756,11:00,18:00,11:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/04/a21b030e-ba8f-420b-b613-35b590d9390d.jpg,True,False,False,False,False,True,False,False,False,"#소길리 #레트로 #감성
#음식 #카페 #라떼 #아메리카노 #카라멜라떼 #바닐라라떼 #밀크티 #에이드 #차 #청귤차 #유자차 #에그타르트 #디저트",76.0,124
공설,제주특별자치도 제주시 공설로 15,064-723-3479,혼카페,"예쁜, 분위기좋은",https://www.diningcode.com/profile.php?rid=JuiXUnTeaglD,"{'lat': '33.4985374760667', 'lng': '126.516678697231'}",33.49853748,126.5166787,11:00,21:00,11:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/7259981f-dd52-49de-ac72-5964e4497434.jpg,False,False,False,False,False,False,True,False,False,"#제주시내 #자몽에이드 #아인슈페너
#매실차 #스콘",58.0,125
